wr_id,date_requested,prob_type,date_completed,bl_id
77244,2016-11-03 00:00:00.000,HVAC                            ,,B00023  
77246,2016-11-03 00:00:00.000,ROOF                            ,2017-06-27 00:00:00.000,B00051  
77268,2016-11-03 00:00:00.000,BUILDING EXTERIOR               ,2017-06-21 00:00:00.000,B00063  
77281,2016-11-03 00:00:00.000,OTHER                           ,2017-06-30 00:00:00.000,B00102  
77282,2016-11-03 00:00:00.000,INSPECTION                      ,2017-06-30 00:00:00.000,B00102  
77293,2016-11-03 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,2017-07-16 00:00:00.000,NULL
77304,2016-11-04 00:00:00.000,WINDOW                          ,,B00124  
77313,2016-11-04 00:00:00.000,HVAC                            ,,B00120  
77340,2016-11-04 00:00:00.000,FLOOR                           ,2017-08-24 00:00:00.000,B00038  
77341,2016-11-04 00:00:00.000,_COMPLAINT                      ,,NULL
77359,2016-11-06 00:00:00.000,OVERHDDOOR                      ,2016-11-09 00:00:00.000,B00058  
77364,2016-11-07 00:00:00.000,HVAC                            ,,B00026  
77365,2016-11-07 00:00:00.000,HVAC                            ,2016-11-22 00:00:00.000,B00026  
77377,2016-11-07 00:00:00.000,FLOOR                           ,,B00058  
77382,2016-11-07 00:00:00.000,OTHER                           ,,T92131  
77387,2016-11-07 00:00:00.000,ELEC/OTHER                      ,2017-05-09 00:00:00.000,B08643  
78386,2016-11-07 00:00:00.000,WINDOW                          ,,B00102  
78451,2016-11-08 00:00:00.000,HVAC                            ,,B00026  
78452,2016-11-08 00:00:00.000,HVAC                            ,2016-12-07 00:00:00.000,B00026  
78487,2016-11-09 00:00:00.000,OTHER                           ,2017-01-26 00:00:00.000,B00056  
78496,2016-11-09 00:00:00.000,OVERHDDOOR                      ,2016-11-16 00:00:00.000,B04022  
78502,2016-11-10 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2017-07-16 00:00:00.000,B00140  
78504,2016-11-10 00:00:00.000,OVERHDDOOR                      ,2016-12-28 00:00:00.000,B00020  
78505,2016-11-10 00:00:00.000,ROOF                            ,2017-08-21 00:00:00.000,B00164  
78509,2016-11-10 00:00:00.000,OVERHDDOOR                      ,2016-12-08 00:00:00.000,B04033  
78542,2016-11-14 00:00:00.000,HVAC                            ,,B00230  
78543,2016-11-14 00:00:00.000,OTHER                           ,2017-07-16 00:00:00.000,B00163  
78561,2016-11-14 00:00:00.000,ELEVATOR                        ,2017-07-16 00:00:00.000,B06070  
78600,2016-11-14 00:00:00.000,OTHER                           ,,B00181  
78603,2016-11-14 00:00:00.000,OVERHDDOOR                      ,2016-11-22 00:00:00.000,B08643  
78628,2016-11-15 00:00:00.000,HVAC                            ,,B00058  
78640,2016-11-15 00:00:00.000,OVERHDDOOR                      ,2016-12-02 00:00:00.000,B00165  
78642,2016-11-15 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,B00196  
78643,2016-11-15 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,B02102  
78684,2016-11-15 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,B08487  
78685,2016-11-15 00:00:00.000,FENCE_GATE                      ,2016-12-28 00:00:00.000,B00036  
78686,2016-11-15 00:00:00.000,ELEC/SECURITY                   ,2017-07-16 00:00:00.000,B00036  
78691,2016-11-15 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,B07552  
78697,2016-11-15 00:00:00.000,WINDOW                          ,,B06040  
78699,2016-11-15 00:00:00.000,OVERHDDOOR                      ,2016-12-29 00:00:00.000,B04038  
78704,2016-11-15 00:00:00.000,ELEC/SECURITY                   ,2017-07-16 00:00:00.000,B98664  
78714,2016-11-16 00:00:00.000,HVAC                            ,,B07930  
78720,2016-11-16 00:00:00.000,OTHER                           ,2017-05-06 00:00:00.000,B00102  
78726,2016-11-16 00:00:00.000,OTHER                           ,2017-07-16 00:00:00.000,B00056  
78728,2016-11-16 00:00:00.000,OTHER                           ,2017-05-25 00:00:00.000,B00056  
78757,2016-11-16 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,B08450  
78762,2016-11-16 00:00:00.000,OVERHDDOOR                      ,2016-12-06 00:00:00.000,B04004  
78776,2016-11-16 00:00:00.000,ELEC/LIGHT                      ,2017-03-14 00:00:00.000,B00029  
78783,2016-11-17 00:00:00.000,FENCE_GATE                      ,2017-07-16 00:00:00.000,B06047  
78798,2016-11-17 00:00:00.000,DOOR                            ,2017-03-10 00:00:00.000,B06043  
78824,2016-11-17 00:00:00.000,DOOR                            ,2017-07-31 00:00:00.000,B00100  
78850,2016-11-18 00:00:00.000,OVERHDDOOR                      ,2017-01-03 00:00:00.000,B04034  
78856,2016-11-18 00:00:00.000,DOOR                            ,2016-12-22 00:00:00.000,B08020  
78884,2016-11-18 00:00:00.000,OTHER                           ,2017-07-31 00:00:00.000,B00056  
78885,2016-11-18 00:00:00.000,ELECTRICAL                      ,,B00061  
78886,2016-11-18 00:00:00.000,OVERHDDOOR                      ,2016-11-22 00:00:00.000,B04011  
78890,2016-11-18 00:00:00.000,HVAC                            ,,B00182  
78915,2016-11-21 00:00:00.000,HVAC                            ,,B00052  
78977,2016-11-21 00:00:00.000,OTHER                           ,2017-07-31 00:00:00.000,B00163  
78996,2016-11-22 00:00:00.000,SERV/SECURITY                   ,2017-07-31 00:00:00.000,B00031  
79003,2016-11-22 00:00:00.000,PLUMB/LEAK                      ,2016-12-22 00:00:00.000,B00035  
79013,2016-11-22 00:00:00.000,DOOR                            ,2017-01-30 00:00:00.000,NULL
79029,2016-11-22 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,2017-07-31 00:00:00.000,B00100  
79040,2016-11-22 00:00:00.000,OVERHDDOOR                      ,2016-12-05 00:00:00.000,B08646  
79054,2016-11-22 00:00:00.000,FENCE_GATE                      ,2017-07-31 00:00:00.000,B04018  
79064,2016-11-23 00:00:00.000,ROOF                            ,2017-08-27 00:00:00.000,B08646  
79066,2016-11-23 00:00:00.000,FLOOR                           ,2017-07-05 00:00:00.000,B00062  
79074,2016-11-23 00:00:00.000,OVERHDDOOR                      ,2016-12-13 00:00:00.000,B04022  
79090,2016-11-24 00:00:00.000,OVERHDDOOR                      ,2016-12-19 00:00:00.000,B00027  
79159,2016-11-25 00:00:00.000,HVAC                            ,2017-01-04 00:00:00.000,B00181  
79162,2016-11-26 00:00:00.000,HVAC                            ,2017-01-04 00:00:00.000,B08643  
79182,2016-11-28 00:00:00.000,HVAC                            ,2017-01-04 00:00:00.000,B06035  
79186,2016-11-28 00:00:00.000,OVERHDDOOR                      ,2016-12-13 00:00:00.000,B04024  
79189,2016-11-28 00:00:00.000,WINDOW                          ,2017-01-04 00:00:00.000,B06079  
79203,2016-11-28 00:00:00.000,HVAC                            ,,B00062  
79216,2016-11-28 00:00:00.000,OVERHDDOOR                      ,2016-12-13 00:00:00.000,B04024  
79217,2016-11-28 00:00:00.000,OVERHDDOOR                      ,2016-12-13 00:00:00.000,B04017  
79233,2016-11-29 00:00:00.000,OTHER                           ,2017-01-13 00:00:00.000,B00163  
79250,2016-11-29 00:00:00.000,HVAC                            ,,B00061  
79268,2016-11-29 00:00:00.000,OTHER                           ,2017-05-06 00:00:00.000,B00163  
79272,2016-11-29 00:00:00.000,ROOF                            ,2017-08-27 00:00:00.000,B04046  
79274,2016-11-29 00:00:00.000,OVERHDDOOR                      ,2016-12-13 00:00:00.000,B04010  
79277,2016-11-29 00:00:00.000,OVERHDDOOR                      ,2016-12-13 00:00:00.000,B04033  
79278,2016-11-29 00:00:00.000,OVERHDDOOR                      ,2016-12-19 00:00:00.000,B04004  
79281,2016-11-29 00:00:00.000,WINDOW                          ,2017-03-13 00:00:00.000,B00182  
79304,2016-11-30 00:00:00.000,HVAC                            ,,B00062  
79308,2016-11-30 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,P06238  
79312,2016-11-30 00:00:00.000,OVERHDDOOR                      ,2017-01-17 00:00:00.000,B04031  
79321,2016-11-30 00:00:00.000,OVERHDDOOR                      ,2017-01-17 00:00:00.000,B04004  
79368,2016-12-01 00:00:00.000,OTHER                           ,2017-07-31 00:00:00.000,B00100  
79369,2016-12-01 00:00:00.000,OTHER                           ,2017-05-06 00:00:00.000,B00102  
79380,2016-12-01 00:00:00.000,FLOOR                           ,,B00026  
79381,2016-12-01 00:00:00.000,FLOOR                           ,2016-12-05 00:00:00.000,B00026  
79391,2016-12-01 00:00:00.000,OTHER                           ,2016-12-29 00:00:00.000,B00163  
79400,2016-12-02 00:00:00.000,DOOR                            ,2017-01-26 00:00:00.000,B08535  
79408,2016-12-02 00:00:00.000,OVERHDDOOR                      ,2017-01-17 00:00:00.000,B04004  
79409,2016-12-02 00:00:00.000,OVERHDDOOR                      ,2017-01-17 00:00:00.000,B04027  
79412,2016-12-02 00:00:00.000,OVERHDDOOR                      ,2017-03-28 00:00:00.000,B08643  
79431,2016-12-02 00:00:00.000,WINDOW                          ,,B06089  
79441,2016-12-02 00:00:00.000,WINDOW                          ,2017-02-09 00:00:00.000,B06089  
79478,2016-12-05 00:00:00.000,ROOF                            ,2017-08-27 00:00:00.000,B00193  
79508,2016-12-05 00:00:00.000,HVAC                            ,,B00029  
79562,2016-12-06 00:00:00.000,_DELIVERY                       ,2020-03-31 00:00:00.000,B00038  
79572,2016-12-06 00:00:00.000,DOOR                            ,2017-05-17 00:00:00.000,B06035  
79592,2016-12-06 00:00:00.000,ROOF                            ,2017-08-28 00:00:00.000,B04033  
79593,2016-12-06 00:00:00.000,ROOF                            ,2017-08-27 00:00:00.000,B04048  
79606,2016-12-07 00:00:00.000,ELEC/OTHER                      ,2017-02-24 00:00:00.000,C06236  
79608,2016-12-07 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,B02012  
79629,2016-12-07 00:00:00.000,CARPENTRY                       ,,B06040  
79643,2016-12-07 00:00:00.000,WINDOW                          ,2017-01-04 00:00:00.000,B06067  
79665,2016-12-08 00:00:00.000,FLOOR                           ,,B00025  
79677,2016-12-08 00:00:00.000,LOCK                            ,,B00056  
79681,2016-12-08 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,2017-05-25 00:00:00.000,B00124  
79740,2016-12-08 00:00:00.000,OVERHDDOOR                      ,2016-12-22 00:00:00.000,B04021  
79748,2016-12-09 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2017-04-09 00:00:00.000,B00064  
79766,2016-12-09 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,2017-07-31 00:00:00.000,B00048  
79768,2016-12-09 00:00:00.000,OTHER                           ,,B00081  
79770,2016-12-09 00:00:00.000,HVAC                            ,,B00051  
79771,2016-12-09 00:00:00.000,HVAC                            ,,B00051  
79779,2016-12-09 00:00:00.000,HVAC                            ,,B00140  
79783,2016-12-09 00:00:00.000,OVERHDDOOR                      ,2016-12-23 00:00:00.000,B04011  
79815,2016-12-12 00:00:00.000,HVAC                            ,,B00062  
79830,2016-12-12 00:00:00.000,HVAC                            ,,B00062  
79834,2016-12-12 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2017-07-31 00:00:00.000,B00230  
79839,2016-12-12 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2017-07-31 00:00:00.000,B00122  
79840,2016-12-12 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2017-01-24 00:00:00.000,B00122  
79841,2016-12-12 00:00:00.000,OVERHDDOOR                      ,2017-01-09 00:00:00.000,B04024  
79842,2016-12-12 00:00:00.000,OVERHDDOOR                      ,2017-01-09 00:00:00.000,B04011  
79843,2016-12-12 00:00:00.000,OVERHDDOOR                      ,2016-12-13 00:00:00.000,B04033  
79844,2016-12-12 00:00:00.000,OVERHDDOOR                      ,2017-01-09 00:00:00.000,B06176  
79845,2016-12-12 00:00:00.000,OVERHDDOOR                      ,2017-02-01 00:00:00.000,B04004  
79846,2016-12-12 00:00:00.000,OVERHDDOOR                      ,2016-12-29 00:00:00.000,B04011  
79897,2016-12-13 00:00:00.000,HVAC                            ,2017-01-04 00:00:00.000,B98661  
79898,2016-12-13 00:00:00.000,OVERHDDOOR                      ,2016-12-29 00:00:00.000,B06043  
79899,2016-12-13 00:00:00.000,HVAC                            ,,B00061  
79906,2016-12-13 00:00:00.000,HVAC                            ,2017-03-01 00:00:00.000,B00062  
79908,2016-12-13 00:00:00.000,OVERHDDOOR                      ,2016-12-13 00:00:00.000,B04000  
79909,2016-12-13 00:00:00.000,OVERHDDOOR                      ,2016-12-29 00:00:00.000,B04009  
79914,2016-12-13 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2017-05-26 00:00:00.000,B00120  
79933,2016-12-14 00:00:00.000,OVERHDDOOR                      ,2017-04-24 00:00:00.000,B06043  
79977,2016-12-14 00:00:00.000,HVAC                            ,,B00062  
80014,2016-12-14 00:00:00.000,BUILDING EXTERIOR               ,2017-06-21 00:00:00.000,B06028  
80024,2016-12-15 00:00:00.000,FENCE_GATE                      ,2017-07-31 00:00:00.000,B00020  
80041,2016-12-15 00:00:00.000,OVERHDDOOR                      ,2017-01-31 00:00:00.000,B00057  
80065,2016-12-15 00:00:00.000,OVERHDDOOR                      ,2017-02-08 00:00:00.000,B08646  
80093,2016-12-15 00:00:00.000,BUILDING INTERIOR INSPECTION    ,2017-08-14 00:00:00.000,B00230  
80097,2016-12-15 00:00:00.000,OVERHDDOOR                      ,2017-02-01 00:00:00.000,B04016  
80108,2016-12-16 00:00:00.000,HVAC                            ,2017-01-04 00:00:00.000,B07109  
80132,2016-12-16 00:00:00.000,HVAC                            ,,B00120  
80143,2016-12-16 00:00:00.000,OVERHDDOOR                      ,2017-01-05 00:00:00.000,B04038  
80148,2016-12-16 00:00:00.000,ELEC/SECURITY                   ,,B00064  
80158,2016-12-19 00:00:00.000,ELEC/SECURITY                   ,2017-08-14 00:00:00.000,B06047  
80180,2016-12-19 00:00:00.000,WINDOW                          ,2017-08-27 00:00:00.000,B06064  
80181,2016-12-19 00:00:00.000,OTHER                           ,2017-05-25 00:00:00.000,P00119  
80183,2016-12-19 00:00:00.000,WINDOW                          ,,B00020  
80184,2016-12-19 00:00:00.000,WALL                            ,2017-02-22 00:00:00.000,B00061  
80198,2016-12-19 00:00:00.000,FENCE_GATE                      ,2017-04-10 00:00:00.000,B08597  
80210,2016-12-19 00:00:00.000,ROOF                            ,2017-08-27 00:00:00.000,B00193  
80222,2016-12-19 00:00:00.000,OVERHDDOOR                      ,2017-01-20 00:00:00.000,B00073  
80241,2016-12-19 00:00:00.000,PAINTING                        ,2017-11-04 00:00:00.000,B07055  
80242,2016-12-19 00:00:00.000,OTHER                           ,,B07055  
80243,2016-12-19 00:00:00.000,OTHER                           ,,B07055  
80247,2016-12-19 00:00:00.000,OVERHDDOOR                      ,2017-01-20 00:00:00.000,B04023  
80253,2016-12-20 00:00:00.000,OTHER                           ,2017-02-16 00:00:00.000,B00058  
80257,2016-12-20 00:00:00.000,OTHER                           ,,B00103  
80290,2016-12-20 00:00:00.000,OTHER                           ,2017-03-08 00:00:00.000,NULL
80292,2016-12-20 00:00:00.000,OTHER                           ,2017-06-05 00:00:00.000,B00050  
80308,2016-12-20 00:00:00.000,OVERHDDOOR                      ,2017-02-27 00:00:00.000,C06560  
80309,2016-12-20 00:00:00.000,FLOOR                           ,2017-02-27 00:00:00.000,B00063  
80311,2016-12-20 00:00:00.000,OVERHDDOOR                      ,2017-01-05 00:00:00.000,B04034  
80319,2016-12-21 00:00:00.000,OTHER                           ,,B00028  
80357,2016-12-21 00:00:00.000,ELEC/LIGHT                      ,2017-02-16 00:00:00.000,B00058  
80392,2016-12-21 00:00:00.000,OTHER                           ,2017-02-16 00:00:00.000,B00056  
80402,2016-12-21 00:00:00.000,ROOF                            ,2017-12-04 00:00:00.000,B00165  
80404,2016-12-21 00:00:00.000,ROOF                            ,2017-12-05 00:00:00.000,B04005  
80413,2016-12-22 00:00:00.000,FIRE SUPPRESSION-PROTECTION     ,2017-08-14 00:00:00.000,B00140  
80414,2016-12-22 00:00:00.000,PLUMB/LEAK                      ,,B00051  
80415,2016-12-22 00:00:00.000,OVERHDDOOR                      ,2016-12-22 00:00:00.000,B00050  
80416,2016-12-22 00:00:00.000,SERV/SECURITY                   ,2017-03-29 00:00:00.000,C06112  
80436,2016-12-22 00:00:00.000,ENVIR/LEADPAINT                 ,,B00005  
81453,2016-12-23 00:00:00.000,ELEC/GENERAL                    ,2017-08-14 00:00:00.000,B00163  
81454,2016-12-23 00:00:00.000,OTHER                           ,2017-02-16 00:00:00.000,B00056  
81455,2016-12-23 00:00:00.000,OTHER                           ,2017-05-06 00:00:00.000,B00056  
81469,2016-12-23 00:00:00.000,OVERHDDOOR                      ,2017-01-09 00:00:00.000,B06176  
81470,2016-12-23 00:00:00.000,OVERHDDOOR                      ,2017-01-09 00:00:00.000,B04004  
81471,2016-12-23 00:00:00.000,OVERHDDOOR                      ,2017-02-01 00:00:00.000,B04011  
81472,2016-12-23 00:00:00.000,OVERHDDOOR                      ,2017-02-01 00:00:00.000,B04010  
81481,2016-12-23 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,B04003  
81485,2016-12-23 00:00:00.000,FLOOR                           ,2017-01-11 00:00:00.000,B07050  
81495,2016-12-27 00:00:00.000,BOILER                          ,,B00020  
81508,2016-12-27 00:00:00.000,OTHER                           ,2017-02-16 00:00:00.000,B00062  
81552,2016-12-28 00:00:00.000,HVAC                            ,2017-02-24 00:00:00.000,B00005  
81565,2016-12-28 00:00:00.000,OTHER                           ,2017-02-22 00:00:00.000,B00062  
81567,2016-12-28 00:00:00.000,OVERHDDOOR                      ,2017-01-23 00:00:00.000,B00060  
81568,2016-12-28 00:00:00.000,BATHROOM_FIXT                   ,2017-02-16 00:00:00.000,B00062  
81569,2016-12-28 00:00:00.000,BATHROOM_FIXT                   ,2017-02-16 00:00:00.000,B00062  
81571,2016-12-28 00:00:00.000,SERV/PEST                       ,2017-02-16 00:00:00.000,B00058  
81574,2016-12-28 00:00:00.000,OTHER                           ,2017-02-16 00:00:00.000,B00061  
81576,2016-12-28 00:00:00.000,HVAC                            ,,B00061  
81579,2016-12-28 00:00:00.000,CEILTILE                        ,2017-02-16 00:00:00.000,B00061  
81584,2016-12-28 00:00:00.000,OTHER                           ,2017-02-27 00:00:00.000,B00062  
81595,2016-12-28 00:00:00.000,ROOF                            ,2017-12-04 00:00:00.000,B00163  
81603,2016-12-28 00:00:00.000,TEST(DO NOT USE)                ,,NULL
81604,2016-12-28 00:00:00.000,TEST(DO NOT USE)                ,,NULL
81614,2016-12-28 00:00:00.000,OVERHDDOOR                      ,2017-01-23 00:00:00.000,B04005  
81631,2016-12-29 00:00:00.000,INSPECTION                      ,,B06035  
81637,2016-12-29 00:00:00.000,FLOOR                           ,,B00023  
81645,2016-12-29 00:00:00.000,OVERHDDOOR                      ,2017-01-25 00:00:00.000,B00140  
81657,2016-12-29 00:00:00.000,WALL                            ,2017-02-16 00:00:00.000,B00058  
81667,2016-12-30 00:00:00.000,BATHROOM_FIXT                   ,,B00061  
81687,2016-12-30 00:00:00.000,FLOOR                           ,2018-04-24 00:00:00.000,B00061  
81688,2016-12-30 00:00:00.000,PLUMBING-TOILET                 ,,B00061  
81693,2016-12-30 00:00:00.000,WINDOW                          ,,B00061  
81704,2016-12-30 00:00:00.000,OVERHDDOOR                      ,2017-01-26 00:00:00.000,B04017  
81720,2016-12-30 00:00:00.000,FLOOR                           ,2017-01-11 00:00:00.000,B04007  
81748,2017-01-03 00:00:00.000,OVERHDDOOR                      ,2017-01-20 00:00:00.000,B00083  
81754,2017-01-03 00:00:00.000,HVAC                            ,2017-01-27 00:00:00.000,B02000  
81780,2017-01-03 00:00:00.000,SERV/PEST                       ,2017-02-16 00:00:00.000,B00124  
81782,2017-01-03 00:00:00.000,OVERHDDOOR                      ,2017-01-04 00:00:00.000,B04016  
81784,2017-01-03 00:00:00.000,HVAC                            ,2017-03-13 00:00:00.000,B00038  
81800,2017-01-04 00:00:00.000,ROOF                            ,2017-12-04 00:00:00.000,B00031  
81855,2017-01-04 00:00:00.000,DELIVERY                        ,2017-02-16 00:00:00.000,B00056  
81856,2017-01-04 00:00:00.000,OTHER                           ,2017-02-16 00:00:00.000,B00057  
81857,2017-01-04 00:00:00.000,OTHER                           ,2017-02-16 00:00:00.000,B00057  
81858,2017-01-04 00:00:00.000,OTHER                           ,2017-02-16 00:00:00.000,B00056  
81874,2017-01-04 00:00:00.000,ROOF                            ,2017-09-25 00:00:00.000,B06035  
81877,2017-01-05 00:00:00.000,DOOR                            ,2017-03-13 00:00:00.000,B00035  
81880,2017-01-05 00:00:00.000,ELEC/LIGHT                      ,,B00026  
81881,2017-01-05 00:00:00.000,ELEC/LIGHT                      ,2017-04-17 00:00:00.000,B00026  
81882,2017-01-05 00:00:00.000,WALL                            ,,B00026  
81883,2017-01-05 00:00:00.000,WALL                            ,2017-01-09 00:00:00.000,B00026  
81893,2017-01-05 00:00:00.000,HVAC                            ,2017-03-13 00:00:00.000,B98661  
81913,2017-01-05 00:00:00.000,OTHER                           ,2017-04-06 00:00:00.000,B00064  
81974,2017-01-06 00:00:00.000,OTHER                           ,2017-05-25 00:00:00.000,B00056  
81978,2017-01-06 00:00:00.000,AIR QUALITY                     ,2017-03-09 00:00:00.000,B00163  
81995,2017-01-08 00:00:00.000,HVAC                            ,,B06047  
82000,2017-01-09 00:00:00.000,HVAC                            ,2017-01-27 00:00:00.000,B06047  
82005,2017-01-09 00:00:00.000,HVAC                            ,2017-03-23 00:00:00.000,B00020  
82014,2017-01-09 00:00:00.000,FENCE_GATE                      ,,B06027  
82019,2017-01-09 00:00:00.000,DOOR                            ,,B08681  
82052,2017-01-09 00:00:00.000,OVERHDDOOR                      ,2017-01-23 00:00:00.000,B04033  
82067,2017-01-09 00:00:00.000,OVERHDDOOR                      ,2017-01-10 00:00:00.000,B04021  
82069,2017-01-09 00:00:00.000,OVERHDDOOR                      ,2017-01-10 00:00:00.000,B04004  
82071,2017-01-09 00:00:00.000,OVERHDDOOR                      ,2017-02-27 00:00:00.000,B04004  
82079,2017-01-09 00:00:00.000,ELEC/LIGHT                      ,2017-03-14 00:00:00.000,B00029  
82121,2017-01-10 00:00:00.000,ROOF                            ,2017-08-27 00:00:00.000,B00124  
82124,2017-01-10 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,2017-08-14 00:00:00.000,B00122  
82131,2017-01-10 00:00:00.000,HVAC                            ,2017-03-13 00:00:00.000,C06112  
82134,2017-01-10 00:00:00.000,HVAC                            ,2017-03-13 00:00:00.000,P01051  
82139,2017-01-10 00:00:00.000,HVAC                            ,2017-03-13 00:00:00.000,B98661  
82149,2017-01-10 00:00:00.000,OVERHDDOOR                      ,2017-02-08 00:00:00.000,B04035  
82155,2017-01-10 00:00:00.000,HVAC                            ,2017-03-23 00:00:00.000,B00505  
82196,2017-01-11 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,B05002  
82206,2017-01-11 00:00:00.000,FENCE_GATE                      ,2017-04-10 00:00:00.000,C06560  
82217,2017-01-11 00:00:00.000,OTHER                           ,2017-08-25 00:00:00.000,B00102  
82246,2017-01-12 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,B00051  
82247,2017-01-12 00:00:00.000,ROOF                            ,2017-07-03 00:00:00.000,B00051  
82271,2017-01-12 00:00:00.000,DOOR                            ,,B00020  
82278,2017-01-13 00:00:00.000,ROOF                            ,2017-12-04 00:00:00.000,B00121  
82305,2017-01-13 00:00:00.000,FLOOR                           ,2017-08-17 00:00:00.000,B00062  
82306,2017-01-13 00:00:00.000,FLOOR                           ,,B00062  
82307,2017-01-13 00:00:00.000,FLOOR                           ,2017-07-05 00:00:00.000,B00062  
82334,2017-01-13 00:00:00.000,SERV/CUSTODIAL                  ,2017-03-01 00:00:00.000,B00051  
82338,2017-01-13 00:00:00.000,OTHER                           ,2017-03-06 00:00:00.000,B00062  
82340,2017-01-13 00:00:00.000,FLOOR                           ,2017-03-13 00:00:00.000,B00051  
82342,2017-01-13 00:00:00.000,FLOOR                           ,2017-03-13 00:00:00.000,B00051  
82344,2017-01-13 00:00:00.000,CEILTILE                        ,2017-08-27 00:00:00.000,B00051  
82345,2017-01-13 00:00:00.000,FLOOR                           ,2017-03-13 00:00:00.000,B00052  
82346,2017-01-13 00:00:00.000,FLOOR                           ,2017-03-13 00:00:00.000,B00052  
82353,2017-01-13 00:00:00.000,ROOF                            ,2017-07-09 00:00:00.000,B00052  
82356,2017-01-13 00:00:00.000,FLOOR                           ,2017-03-08 00:00:00.000,B00050  
82359,2017-01-13 00:00:00.000,FLOOR                           ,2017-03-08 00:00:00.000,B00050  
82362,2017-01-13 00:00:00.000,SERV/CUSTODIAL                  ,2017-03-08 00:00:00.000,B00050  
82363,2017-01-13 00:00:00.000,ELEVATOR                        ,2017-08-27 00:00:00.000,B00050  
82365,2017-01-13 00:00:00.000,FLOOR                           ,2017-03-08 00:00:00.000,B00050  
82369,2017-01-13 00:00:00.000,FLOOR                           ,2017-08-17 00:00:00.000,B00062  
82370,2017-01-13 00:00:00.000,OVERHDDOOR                      ,2017-02-01 00:00:00.000,B04032  
82388,2017-01-17 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,2017-08-25 00:00:00.000,B00100  
82389,2017-01-17 00:00:00.000,SERV/SECURITY                   ,2017-08-25 00:00:00.000,B00100  
82392,2017-01-17 00:00:00.000,DOOR                            ,,B06035  
82395,2017-01-17 00:00:00.000,PLUMB/OTHER                     ,2017-07-03 00:00:00.000,B06035  
82410,2017-01-17 00:00:00.000,ROOF                            ,2017-09-25 00:00:00.000,B06109  
82416,2017-01-17 00:00:00.000,ELEC/LIGHT                      ,,B00029  
82429,2017-01-17 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,2017-08-25 00:00:00.000,NULL
82434,2017-01-17 00:00:00.000,OVERHDDOOR                      ,2017-02-21 00:00:00.000,B04021  
82436,2017-01-17 00:00:00.000,FENCE_GATE                      ,2017-08-25 00:00:00.000,B04021  
82438,2017-01-17 00:00:00.000,OVERHDDOOR                      ,2017-02-08 00:00:00.000,B00165  
82439,2017-01-17 00:00:00.000,OVERHDDOOR                      ,2017-02-01 00:00:00.000,B04024  
82445,2017-01-17 00:00:00.000,ELEC/SECURITY                   ,2017-04-06 00:00:00.000,B06047  
82449,2017-01-18 00:00:00.000,HVAC                            ,2017-02-21 00:00:00.000,B00062  
82450,2017-01-18 00:00:00.000,LOCK                            ,2017-02-16 00:00:00.000,C00088  
82451,2017-01-18 00:00:00.000,LOCK                            ,2017-01-23 00:00:00.000,B00062  
82457,2017-01-18 00:00:00.000,DOOR                            ,,B00062  
82460,2017-01-18 00:00:00.000,FENCE_GATE                      ,2017-04-10 00:00:00.000,B07651  
82474,2017-01-18 00:00:00.000,DOOR                            ,2017-03-10 00:00:00.000,B00062  
82476,2017-01-18 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,2017-08-25 00:00:00.000,B09865  
82477,2017-01-18 00:00:00.000,PLUMB/OTHER                     ,,B00026  
82478,2017-01-18 00:00:00.000,PLUMB/OTHER                     ,,B00026  
82479,2017-01-18 00:00:00.000,PLUMB/OTHER                     ,,B00026  
82489,2017-01-18 00:00:00.000,FLOOR                           ,2017-02-07 00:00:00.000,C00088  
82491,2017-01-18 00:00:00.000,ELEC/SECURITY                   ,2017-08-25 00:00:00.000,B00230  
82501,2017-01-18 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,2017-08-25 00:00:00.000,B00005  
82502,2017-01-18 00:00:00.000,SECURITY SYSTEMS-CAMERA         ,2017-08-25 00:00:00.000,B00005  
82505,2017-01-19 00:00:00.000,FLOOR                           ,,B00051  
82506,2017-01-19 00:00:00.000,FLOOR                           ,,B00051  
